Gene	HC11	HC12	HC13	HC14	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82
FAM96A	19	15	39	49	214	51	31	81	31	88	72	64	9	46	29	36
SNX1	197	192	238	183	262	196	539	461	441	569	452	419	193	466	524	547
SNX22	3	16	10	24	25	4	17	10	11	19	39	56	0	6	9	0
PPIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1G1	4	15	3	41	35	71	40	52	18	36	70	83	11	34	43	22
CTD-2116N17.1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
KIAA0101	0	3	1	12	39	32	186	90	67	97	44	102	4	179	279	110
TRIP4	14	10	11	18	33	19	22	23	10	35	36	37	8	21	25	25
ZNF609	45	49	6	44	19	28	71	43	29	38	29	57	29	21	11	54
OAZ2	146	114	420	129	565	216	158	166	155	262	279	758	76	135	184	340
RBPMS2	0	0	0	0	12	0	5	4	2	1	4	4	3	1	2	1
PIF1	7	5	3	9	9	1	19	2	4	9	15	8	2	4	5	24
PLEKHO2	377	213	121	152	364	202	445	304	204	378	209	295	547	457	607	504
ANKDD1A	20	17	5	14	29	57	53	45	32	50	46	41	17	41	18	8
SPG21	46	40	31	97	248	107	202	156	93	203	124	196	4	135	102	28
MTFMT	7	7	11	27	23	21	30	14	18	17	34	35	4	18	15	6
SLC51B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RASL12	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0
KBTBD13	1	0	0	0	3	5	0	0	1	1	1	4	0	2	3	0
UBAP1L	0	1	0	10	7	5	5	5	6	14	11	9	0	1	2	0
PDCD7	12	18	4	15	20	14	18	17	3	20	16	14	7	15	21	14
CLPX	21	25	14	33	58	28	36	23	19	29	33	54	27	33	37	28
CILP	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
PARP16	3	1	17	37	23	16	22	18	15	31	42	73	1	11	2	8
IGDCC3	8	13	11	17	45	26	20	21	8	10	18	33	1	11	13	5
IGDCC4	0	0	11	0	0	0	0	0	0	1	0	3	1	6	1	0
DPP8	41	54	35	159	221	157	218	232	112	230	236	148	13	150	95	56
PTPLAD1	22	7	2	20	42	36	60	39	22	28	43	196	8	12	16	30
VWA9	10	17	10	15	43	16	35	38	15	22	42	17	15	23	23	21
SLC24A1	17	18	7	17	44	24	9	14	16	39	20	64	3	18	5	10
DENND4A	22	18	2	14	37	35	38	19	12	41	18	21	11	15	14	7
RAB11A	90	38	29	128	132	117	155	249	93	222	205	316	27	178	192	101
MEGF11	0	0	1	1	1	1	2	4	0	1	0	0	0	0	4	0
DIS3L	68	32	18	46	32	36	48	37	25	51	27	76	17	123	35	37
TIPIN	3	3	1	2	5	10	11	8	2	16	9	21	5	6	14	28
MAP2K1	51	17	38	111	256	89	114	181	110	194	136	197	15	205	208	80
SNAPC5	9	7	13	28	49	19	37	28	10	53	47	47	3	23	24	9
RPL4	1114	782	1908	2201	836	545	2551	1163	1382	2175	873	3604	139	671	583	622
ZWILCH	8	11	13	57	40	57	72	34	59	85	83	151	0	46	44	28
LCTL	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
RP11-321F6.1	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0
SMAD6	0	0	1	0	2	0	0	2	0	1	2	6	0	0	0	0
SMAD3	116	86	152	324	467	537	339	340	216	511	735	758	17	176	100	104
RP11-342M21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAGAB	111	109	86	107	344	115	267	209	99	225	309	267	59	126	170	175
IQCH	0	0	0	1	0	0	1	0	0	0	3	0	0	2	0	0
C15orf61	42	33	58	49	103	35	44	87	23	45	45	76	4	34	21	27
MAP2K5	45	21	10	19	21	13	31	25	26	48	18	42	6	26	24	16
SKOR1	0	1	0	1	11	1	0	3	1	2	0	3	0	0	1	1
PIAS1	15	10	3	21	62	44	32	38	8	30	30	15	7	34	11	12
CALML4	14	12	6	31	69	38	39	46	18	61	30	31	4	21	25	9
RP11-315D16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLN6	5	3	7	7	16	6	9	15	12	24	14	34	2	11	3	5
FEM1B	102	69	25	113	112	51	117	159	83	133	115	48	41	120	91	79
ITGA11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CORO2B	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANP32A	161	135	109	252	554	308	352	498	240	443	408	994	86	480	395	260
SPESP1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NOX5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
GLCE	0	2	4	2	6	1	2	10	1	9	2	4	11	2	3	3
PAQR5	0	0	7	1	0	0	0	0	0	0	0	5	0	2	0	0
KIF23	0	1	0	1	6	0	7	0	0	3	4	2	0	5	5	5
RPLP1	3869	3467	11401	6386	6008	3996	8727	5677	3636	10962	6143	9900	659	5125	6695	4186
TLE3	167	142	102	194	681	286	552	377	562	1095	458	1068	185	454	263	256
UACA	2	1	0	1	2	1	14	0	17	15	3	120	3	27	17	8
LARP6	0	0	0	0	0	0	0	0	0	0	0	150	1	2	0	0
LRRC49	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0
THAP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THSD4	0	0	1	0	1	0	0	0	0	0	0	11	0	1	0	0
CT62	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MYO9A	5	7	15	50	60	46	16	26	10	43	53	93	3	13	13	8
SENP8	0	0	1	1	1	2	2	0	0	0	0	1	0	0	0	2
GRAMD2	1	4	6	2	11	7	4	5	1	9	6	12	2	7	4	2
PKM	450	213	64	245	758	336	696	457	272	609	327	1078	160	1120	627	492
PARP6	60	57	25	32	57	29	67	56	30	73	79	82	52	25	42	33
CELF6	7	1	2	6	26	11	9	5	3	17	20	16	0	4	6	1
HEXA	64	62	36	62	139	82	145	132	131	295	174	180	85	171	220	72
TMEM202	1	2	5	6	5	7	2	6	2	4	11	13	0	4	3	2
ARIH1	24	26	135	167	292	176	171	219	173	315	431	466	15	140	106	48
GOLGA6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGD2B	0	0	0	0	0	2	0	0	1	0	0	1	0	0	2	1
BBS4	7	3	3	10	17	17	13	6	9	11	13	28	2	4	2	8
ADPGK	35	22	16	71	90	92	69	170	65	110	92	92	19	90	85	36
NEO1	23	13	5	11	48	13	14	38	7	25	27	19	2	23	24	10
HCN4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
C15orf60	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NPTN	221	185	84	193	207	170	421	373	300	611	325	684	167	460	469	290
CD276	0	1	5	0	3	1	2	0	0	0	2	166	0	1	0	0
C15orf59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOXL1	0	5	0	2	4	0	1	0	0	0	3	8	0	3	3	0
STOML1	4	0	0	5	21	7	9	17	14	30	21	17	2	5	11	2
PML	84	86	17	59	149	93	110	95	46	96	289	49	17	54	56	63
GOLGA6A	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1
ISLR2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
RP11-247C2.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ISLR	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
STRA6	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0
CCDC33	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0
CYP11A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
SEMA7A	0	1	2	6	24	47	7	5	3	3	21	9	0	5	2	7
UBL7	4	3	1	12	19	9	16	8	7	18	22	21	4	12	12	12
ARID3B	2	3	11	16	83	39	34	56	19	43	67	41	0	28	8	5
CLK3	59	37	25	30	105	49	118	81	51	85	110	67	22	75	70	44
EDC3	14	6	4	9	20	6	22	17	11	30	38	17	0	12	6	3
CYP1A1	2	1	6	4	13	6	1	4	0	16	10	18	0	7	1	3
CYP1A2	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	1
CSK	153	121	69	110	372	133	166	189	72	444	258	197	33	135	113	172
LMAN1L	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
CPLX3	0	0	1	1	1	0	1	0	0	0	1	0	0	2	0	1
ULK3	59	78	71	106	177	95	221	150	92	200	260	250	28	90	62	53
SCAMP2	61	55	109	162	233	156	299	316	239	716	402	342	46	351	233	115
MPI	24	19	7	29	46	25	79	34	10	48	42	71	6	7	18	22
FAM219B	27	30	63	113	113	33	101	82	94	197	211	204	20	97	41	31
COX5A	273	165	119	203	519	161	485	265	194	350	242	496	132	231	235	254
RPP25	0	0	2	5	11	6	11	5	6	9	8	17	0	0	5	9
SCAMP5	27	13	8	6	30	22	37	24	9	8	16	14	2	12	0	4
PPCDC	43	23	3	17	53	16	40	41	31	57	28	62	22	27	21	29
C15orf39	52	44	41	69	348	103	53	104	41	254	102	277	61	49	40	72
COMMD4	24	18	29	37	59	19	66	24	33	53	70	85	31	42	41	41
NEIL1	5	17	23	41	62	42	33	49	51	68	111	49	4	32	10	12
MAN2C1	117	63	10	23	93	47	97	79	27	62	62	45	42	39	76	95
SIN3A	10	10	7	32	102	65	32	48	16	47	58	49	3	20	20	15
PTPN9	16	15	19	29	31	20	33	82	22	54	50	59	9	41	28	46
SNUPN	15	12	10	6	18	5	23	34	10	26	25	67	1	11	29	30
IMP3	352	285	398	491	368	348	736	516	319	681	690	761	68	207	126	163
SNX33	10	24	8	3	9	6	9	9	9	25	27	47	6	14	6	9
CSPG4	0	0	4	1	0	0	1	0	0	3	7	1	7	0	0	0
AC105020.1	0	0	1	0	0	1	2	3	2	0	0	2	1	0	0	0
ODF3L1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019294.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2Q2	11	6	2	29	52	41	45	66	16	52	65	49	0	31	34	19
FBXO22	6	3	2	17	19	10	30	20	15	28	24	139	2	15	19	3
NRG4	7	9	9	16	36	20	15	12	10	30	28	22	7	22	23	8
C15orf27	4	4	3	6	7	4	11	5	4	7	1	8	2	9	6	10
ETFA	156	120	71	125	175	131	396	321	144	226	234	790	170	275	276	425
ISL2	0	0	0	1	0	2	13	6	3	9	0	6	2	1	0	2
SCAPER	16	18	7	45	55	50	20	53	5	36	71	57	13	16	11	13
RCN2	29	37	20	23	45	23	35	66	10	28	33	72	11	14	4	19
PSTPIP1	65	31	9	43	53	28	71	125	42	185	89	52	62	111	115	89
TSPAN3	48	58	57	74	80	69	99	95	48	93	104	299	32	47	41	32
PEAK1	36	58	15	16	38	39	45	45	30	64	64	35	6	61	35	15
HMG20A	43	39	9	42	35	34	58	43	16	46	42	43	17	24	26	31
LINGO1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
TBC1D2B	63	45	13	75	94	83	183	140	72	217	217	122	28	177	125	71
SH2D7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CIB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDH3A	0	0	0	4	1	1	2	0	0	0	1	3	0	0	0	1
ACSBG1	0	0	4	0	0	1	1	0	0	0	2	0	7	0	0	1
DNAJA4	32	24	25	34	40	43	78	61	23	68	103	57	6	27	54	44
WDR61	9	17	19	75	82	57	79	98	42	72	78	58	6	52	54	23
CRABP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IREB2	55	73	48	77	98	126	122	130	57	151	161	126	55	109	76	137
HYKK	3	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
AC027228.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA4	206	176	50	99	303	155	258	241	122	208	217	286	54	133	165	249
CHRNA5	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0
CHRNA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNB4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAMTS7	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MORF4L1	624	473	330	679	770	763	1218	1294	477	1244	1161	1725	248	669	669	578
CTSH	141	87	77	76	293	90	179	160	87	242	118	132	80	154	70	117
RASGRF1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
ANKRD34C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED3	181	121	74	77	108	51	231	161	90	170	114	854	174	149	110	251
KIAA1024	1	0	1	0	1	1	1	2	2	2	5	4	0	25	6	1
MTHFS	4	5	9	5	57	11	15	23	9	20	11	12	2	16	9	6
ST20-MTHFS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST20	9	8	2	4	21	8	22	17	16	17	4	37	2	12	8	39
C15orf37	0	0	0	0	1	0	1	1	0	3	2	1	0	0	0	0
BCL2A1	39	67	168	166	2733	1739	864	861	331	799	1675	4343	63	571	506	1632
ZFAND6	268	270	96	228	238	288	601	427	258	387	347	466	167	325	335	426
FAH	13	9	4	12	30	20	20	17	23	70	57	26	5	35	28	2
RP11-210M15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNT2	0	0	0	0	0	0	0	2	0	0	0	0	0	13	15	0
ABHD17C	17	17	8	43	25	31	70	52	46	52	59	58	0	52	34	25
KIAA1199	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
RP11-351M8.1	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0
MESDC2	39	41	65	69	151	59	104	108	68	132	120	162	9	40	53	53
MESDC1	42	27	25	63	99	65	39	151	62	87	106	72	36	48	87	102
C15orf26	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0
IL16	9	8	28	30	27	11	37	32	16	33	48	29	1	10	21	3
STARD5	4	9	0	0	9	5	11	5	0	7	3	2	0	5	7	0
TMC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEX3B	0	1	1	1	2	1	2	2	1	2	0	0	1	0	0	1
RP11-597K23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFTUD1	5	4	9	22	14	12	39	20	12	38	42	36	0	12	14	5
FAM154B	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0
GOLGA6L9	1	0	0	1	3	4	4	3	0	2	1	1	6	0	1	1
RPS17	773	340	1769	1997	1682	641	1351	1073	736	1712	995	3018	124	913	508	816
GOLGA6L19	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPS17L	15	1	4	3	8	2	13	5	0	3	5	6	1	0	13	0
RP11-379H8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPEB1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
AP3B2	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0
FSD2	22	9	11	29	19	12	34	20	16	11	9	7	2	45	24	13
WHAMM	83	63	11	49	80	75	66	67	28	52	79	30	15	45	28	65
HOMER2	0	5	1	4	5	5	1	4	6	3	7	1	2	7	4	0
FAM103A1	4	1	10	23	41	13	18	29	17	37	17	36	1	14	14	1
C15orf40	26	18	5	12	22	18	23	30	10	11	10	14	15	33	19	17
BTBD1	21	31	5	13	31	16	38	44	15	28	30	18	14	23	22	34
TM6SF1	27	19	2	18	16	19	24	36	45	47	25	32	85	80	80	62
HDGFRP3	15	8	5	8	16	4	10	17	5	8	17	14	1	11	5	24
BNC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3GL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2Q2L	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L4	0	0	1	0	0	2	0	0	0	0	2	2	0	1	0	1
ZSCAN2	16	28	21	22	23	7	30	22	14	37	32	98	18	10	8	17
WDR73	14	16	3	26	26	14	22	20	9	14	28	33	1	19	17	3
NMB	1	5	1	6	7	0	6	6	1	9	7	101	0	8	3	0
SEC11A	148	127	1409	983	1021	539	899	1124	1872	3137	1556	3268	83	840	678	259
ZNF592	66	62	55	143	143	85	133	131	104	277	201	213	23	134	83	67
ALPK3	0	0	4	1	4	0	2	5	0	1	1	1	0	1	0	3
SLC28A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE8A	6	7	3	6	31	32	10	9	10	14	10	24	2	8	0	10
AKAP13	103	80	57	300	469	290	293	381	192	418	417	274	42	147	82	142
KLHL25	3	6	0	0	2	3	13	2	3	4	2	20	0	2	0	1
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL46	45	21	30	68	52	36	111	89	46	115	103	150	5	36	27	48
MRPS11	27	10	7	14	50	10	29	50	18	29	30	25	16	16	32	20
DET1	0	0	0	4	7	2	1	0	0	2	4	0	0	3	0	2
AEN	44	50	49	70	176	97	185	163	89	189	252	306	25	51	27	70
ISG20	120	109	68	134	644	440	361	278	156	216	629	362	36	164	81	62
ACAN	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1
HAPLN3	49	41	4	32	71	35	39	31	4	33	33	33	2	3	0	42
MFGE8	14	4	4	13	15	21	28	56	279	53	35	130	18	117	24	6
ABHD2	153	90	65	148	375	149	156	237	142	423	208	358	69	235	207	176
RLBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCI	6	6	1	3	3	8	37	21	4	12	13	50	24	22	90	59
POLG	10	7	3	3	23	5	9	10	0	11	13	3	6	2	0	8
RHCG	0	0	1	3	2	0	1	5	0	3	2	2	0	0	2	3
TICRR	0	0	0	0	0	0	1	0	0	1	0	5	0	6	0	0
KIF7	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
PLIN1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1
PEX11A	1	1	3	4	1	7	4	6	4	7	15	34	0	12	6	0
WDR93	0	0	3	0	4	3	2	0	0	0	1	0	1	0	0	0
MESP1	0	0	0	1	1	3	2	1	0	0	0	0	0	1	0	0
MESP2	0	0	0	1	4	3	1	1	1	1	0	4	0	0	0	0
ANPEP	47	45	22	23	209	77	150	79	337	242	55	330	18	276	160	179
AP3S2	83	97	37	52	33	35	87	48	57	134	86	165	5	72	45	44
C15orf38-AP3S2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf38	7	10	3	6	6	7	11	3	5	25	1	4	4	7	5	11
ZNF710	6	12	30	46	92	56	87	51	101	211	112	118	9	52	64	31
IDH2	70	72	130	139	294	154	474	274	125	344	342	880	28	210	202	165
SEMA4B	21	23	8	41	28	29	47	37	28	65	46	58	1	34	23	14
CIB1	279	190	43	104	310	167	220	191	91	159	236	240	233	187	191	276
GDPGP1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TTLL13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP11-697E2.6	0	0	0	0	0	4	1	1	0	0	0	0	0	1	1	0
NGRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABARAPL3	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	3
ZNF774	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
IQGAP1	132	81	58	584	507	583	565	836	570	1807	885	979	68	567	368	274
CRTC3	8	20	30	118	144	115	71	134	58	231	195	124	1	25	27	24
BLM	5	1	1	7	10	7	12	24	6	30	14	50	0	33	11	3
FURIN	369	157	216	151	542	315	498	312	587	483	359	1049	134	433	210	355
FES	27	31	9	24	105	46	54	82	59	185	71	43	13	106	112	36
MAN2A2	55	45	13	73	128	31	108	112	94	151	80	140	24	114	81	55
UNC45A	60	59	40	57	63	33	147	57	56	170	98	204	11	102	85	65
HDDC3	50	53	34	27	35	18	82	51	60	75	75	108	39	58	55	60
RCCD1	19	16	19	14	10	7	78	36	10	33	51	68	17	33	31	25
PRC1	2	0	1	7	20	5	9	10	9	15	19	46	1	29	22	5
VPS33B	18	20	6	8	24	13	21	9	7	13	19	7	3	15	20	8
SV2B	0	2	4	6	10	6	2	0	2	1	3	1	0	1	3	4
SLCO3A1	56	48	65	133	218	171	141	65	173	295	190	220	24	148	132	139
ST8SIA2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM174B	4	1	1	1	1	0	2	0	0	3	1	5	0	1	1	0
CHD2	58	53	57	166	479	236	98	146	61	164	201	368	40	138	79	75
RGMA	1	0	2	5	4	4	4	7	5	7	9	3	3	11	9	4
AC112693.2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0
MCTP2	9	2	3	8	25	25	19	38	15	25	17	44	9	31	34	33
NR2F2	0	0	0	0	0	0	0	6	0	0	0	28	0	0	11	0
SPATA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00923	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ARRDC4	2	11	4	32	24	15	30	45	6	50	9	10	5	44	9	9
FAM169B	0	1	1	0	3	0	1	0	0	1	0	2	2	0	1	0
IGF1R	14	18	21	31	57	39	47	31	9	50	37	110	7	69	53	13
PGPEP1L	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SYNM	7	7	7	14	10	25	16	10	6	8	11	79	1	4	4	1
TTC23	2	1	0	0	0	0	8	3	0	1	0	10	0	1	0	0
LRRC28	9	15	12	14	23	12	22	20	26	29	38	38	1	27	22	5
MEF2A	15	20	7	19	37	69	65	83	37	70	63	74	24	95	24	35
LYSMD4	0	0	3	1	2	0	1	1	0	9	9	1	0	0	1	0
DKFZP779J2370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2054N24.2	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0
ADAMTS17	0	0	1	1	2	0	0	1	1	1	0	5	0	0	0	0
CERS3	0	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0
LINS	4	6	9	22	36	21	10	12	4	16	16	12	0	2	4	6
ASB7	11	5	6	30	64	32	43	42	27	76	68	57	2	60	17	35
ALDH1A3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
LRRK1	9	7	5	7	25	22	25	16	5	24	13	17	14	19	26	10
CHSY1	16	17	13	33	182	85	81	115	40	107	69	106	42	56	101	63
VIMP	35	39	50	92	164	111	224	231	101	208	167	260	34	101	165	69
SNRPA1	108	112	80	244	322	249	422	361	175	303	329	286	59	207	230	222
PCSK6	0	1	0	4	2	1	10	2	3	6	4	76	0	5	2	3
TM2D3	108	100	135	204	238	156	361	410	228	226	165	393	109	155	115	135
TARSL2	7	18	5	23	22	12	19	25	18	22	27	20	0	6	4	6
RP11-89K11.1	0	1	0	3	5	1	2	0	0	2	8	2	0	0	0	0
OR4F6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4F15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4F4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WASH4P	4	1	1	4	11	1	3	9	7	16	10	5	1	10	4	2
POLR3K	36	31	107	61	152	40	117	94	61	200	160	247	7	66	84	45
SNRNP25	7	7	7	5	19	12	31	36	20	31	24	89	5	17	23	8
RHBDF1	0	0	1	0	0	1	3	0	0	1	0	10	0	4	0	0
MPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPRL3	3	6	5	6	25	15	28	17	17	29	46	31	2	36	29	5
HBZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBM	90	18	0	0	4	5	3	0	0	3	0	4	17	221	264	0
HBA2	6712	628	83	207	271	609	66	7	13	59	68	494	104	20161	6071	261
HBA1	762	83	1	22	61	38	4	4	0	4	10	78	15	1948	511	23
HBQ1	3	0	0	0	0	2	4	0	0	2	3	0	3	10	15	1
LUC7L	126	109	20	105	143	139	180	177	82	203	201	141	65	85	63	90
ITFG3	21	23	3	19	18	20	26	24	22	37	23	37	5	16	19	4
RGS11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ARHGDIG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDIA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AXIN1	21	24	33	49	82	43	34	68	23	61	117	79	8	38	64	29
MRPL28	22	32	6	4	18	20	33	22	13	66	13	49	53	33	25	61
TMEM8A	154	122	79	76	210	71	120	110	275	191	190	154	91	186	118	214
NME4	6	7	36	18	72	11	5	41	14	91	75	179	1	43	46	3
DECR2	11	1	1	7	2	3	3	6	2	12	12	7	1	14	2	1
RAB11FIP3	5	14	1	14	23	14	24	10	13	12	43	23	0	18	6	4
CAPN15	19	26	102	71	390	118	155	154	94	165	216	111	3	44	40	12
C16orf11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGQ	10	5	0	9	9	3	17	10	5	30	35	15	6	12	10	13
NHLRC4	2	1	4	5	4	6	5	0	1	8	4	11	0	0	4	1
RAB40C	10	8	13	10	28	9	12	19	15	39	15	31	2	13	13	6
WFIKKN1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0
C16orf13	39	34	13	12	45	43	62	33	18	50	36	41	14	24	12	14
FAM195A	14	2	1	3	9	13	32	4	4	15	10	1	8	13	14	4
WDR90	0	3	3	5	9	6	23	8	8	13	11	10	4	7	8	8
RHOT2	632	678	85	237	444	275	892	437	452	756	639	534	361	558	485	555
RHBDL1	0	1	0	2	2	2	1	1	0	7	3	2	0	3	0	0
STUB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JMJD8	12	11	8	12	39	11	19	24	13	42	28	28	2	12	10	5
WDR24	5	5	0	0	0	2	8	5	1	12	8	1	3	4	9	4
FBXL16	14	7	6	15	24	10	50	22	3	17	15	15	22	3	3	5
METRN	3	2	8	3	9	1	7	1	3	5	11	3	3	1	0	0
FAM173A	3	2	0	1	3	1	4	3	4	12	11	1	1	2	4	0
CCDC78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAGHL	22	34	0	2	2	3	5	7	1	9	11	6	20	3	2	9
NARFL	6	0	4	2	7	9	8	19	4	15	8	4	0	4	4	1
MSLN	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
RPUSD1	2	1	1	2	12	11	5	14	10	7	11	4	5	7	10	1
CHTF18	1	1	3	2	0	1	3	3	1	9	8	2	0	6	4	1
GNG13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMF1	12	8	8	5	28	10	24	8	10	37	25	27	9	4	20	7
SOX8	2	3	1	1	0	1	1	0	0	1	1	5	5	0	0	0
SSTR5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C1QTNF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1H	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPSG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPSAB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPSD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2I	820	604	99	290	363	387	951	450	335	669	573	414	624	596	466	606
BAIAP3	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
TSR3	0	0	0	0	2	0	0	7	0	6	0	4	0	0	0	0
GNPTG	1	2	8	35	39	39	27	51	49	77	43	57	0	26	14	13
UNKL	8	8	6	9	46	33	8	18	7	29	14	12	5	17	6	8
